,name,party,state,chamber,year,net_worth,pct_change
4794,Marco Rubio (R-Fla),R,Fla,Senate,2015,271005,-0.26953814638616735
5256,Marco Rubio (R-Fla),R,Fla,Senate,2016,228505,-0.15682367483994764
5808,Marco Rubio (R-Fla),R,Fla,Senate,2017,228505,0.0
428,Marco Rubio (R-Fla),R,Fla,Senate,2018,-1262995,-6.527209470252292
800,Marcy Kaptur (D-Ohio),D,Ohio,House,2008,500508,
1403,Marcy Kaptur (D-Ohio),D,Ohio,House,2009,451508,-0.09790053305841262
1970,Marcy Kaptur (D-Ohio),D,Ohio,House,2010,537008,0.18936541545221797
2540,Marcy Kaptur (D-Ohio),D,Ohio,House,2011,520008,-0.03165688406876621
3150,Marcy Kaptur (D-Ohio),D,Ohio,House,2012,360508,-0.3067260503684559
3714,Marcy Kaptur (D-Ohio),D,Ohio,House,2013,336008,-0.06795965692855632
4268,Marcy Kaptur (D-Ohio),D,Ohio,House,2014,226009,-0.32737018166234133
4846,Marcy Kaptur (D-Ohio),D,Ohio,House,2015,102507,-0.5464472653743877
5278,Marcy Kaptur (D-Ohio),D,Ohio,House,2016,102006,-0.00488747109953469
5824,Marcy Kaptur (D-Ohio),D,Ohio,House,2017,162506,0.5931023665274591
356,Marcy Kaptur (D-Ohio),D,Ohio,House,2018,155006,-0.046152142074754154
519,Maria Cantwell (D-Wash),D,Wash,Senate,2008,6137506,
1096,Maria Cantwell (D-Wash),D,Wash,Senate,2009,6206005,0.011160722286870373
1694,Maria Cantwell (D-Wash),D,Wash,Senate,2010,6163505,-0.0068482058909072885
2291,Maria Cantwell (D-Wash),D,Wash,Senate,2011,4213505,-0.3163784242894262
2880,Maria Cantwell (D-Wash),D,Wash,Senate,2012,3771505,-0.10490078924790647
3456,Maria Cantwell (D-Wash),D,Wash,Senate,2013,3464505,-0.08139986557090606
4010,Maria Cantwell (D-Wash),D,Wash,Senate,2014,3439505,-0.007216038077589748
4526,Maria Cantwell (D-Wash),D,Wash,Senate,2015,3264005,-0.05102478408957101
5065,Maria Cantwell (D-Wash),D,Wash,Senate,2016,3289005,0.0076593019924908745
5530,Maria Cantwell (D-Wash),D,Wash,Senate,2017,6179508,0.8788381288565994
92,Maria Cantwell (D-Wash),D,Wash,Senate,2018,5756508,-0.06845205152254841
783,Marilyn Musgrave (R-Colo),R,Colo,House,2008,581004,
980,Mario Diaz-Balart (R-Fla),R,Fla,House,2008,8000,
1586,Mario Diaz-Balart (R-Fla),R,Fla,House,2009,-32500,-5.0625
2159,Mario Diaz-Balart (R-Fla),R,Fla,House,2010,-32500,0.0
2724,Mario Diaz-Balart (R-Fla),R,Fla,House,2011,-37000,0.1384615384615384
3274,Mario Diaz-Balart (R-Fla),R,Fla,House,2012,-24500,-0.33783783783783783
3836,Mario Diaz-Balart (R-Fla),R,Fla,House,2013,-24500,0.0
4343,Mario Diaz-Balart (R-Fla),R,Fla,House,2014,-24500,0.0
4847,Mario Diaz-Balart (R-Fla),R,Fla,House,2015,100506,-5.102285714285714
5395,Mario Diaz-Balart (R-Fla),R,Fla,House,2016,-328988,-4.273317015899549
5833,Mario Diaz-Balart (R-Fla),R,Fla,House,2017,114005,-1.3465323963184068
370,Mario Diaz-Balart (R-Fla),R,Fla,House,2018,81504,-0.2850839875444059
554,Marion Berry (D-Ark),D,Ark,House,2008,3974504,
1116,Marion Berry (D-Ark),D,Ark,House,2009,5290584,0.3311306266140379
1728,Marion Berry (D-Ark),D,Ark,House,2010,4190006,-0.20802580584676478
3775,Mark A Takano (D-Calif),D,Calif,House,2013,146501,
4293,Mark A Takano (D-Calif),D,Calif,House,2014,151501,0.0341294598671682
4833,Mark A Takano (D-Calif),D,Calif,House,2015,159001,0.0495046237318566
5269,Mark A Takano (D-Calif),D,Calif,House,2016,171502,0.07862214703052173
2647,Mark Amodei (R-Nev),R,Nev,House,2011,166002,
3212,Mark Amodei (R-Nev),R,Nev,House,2012,166002,0.0
3771,Mark Amodei (R-Nev),R,Nev,House,2013,166002,0.0
4284,Mark Amodei (R-Nev),R,Nev,House,2014,183004,0.10242045276562939
4830,Mark Amodei (R-Nev),R,Nev,House,2015,166002,-0.09290507311315599
5270,Mark Amodei (R-Nev),R,Nev,House,2016,166002,0.0
5776,Mark Amodei (R-Nev),R,Nev,House,2017,366002,1.204804761388417
310,Mark Amodei (R-Nev),R,Nev,House,2018,366002,0.0
1200,Mark Begich (D-Alaska),D,Alaska,Senate,2009,2377027,
1796,Mark Begich (D-Alaska),D,Alaska,Senate,2010,2272023,-0.04417450874558848
2427,Mark Begich (D-Alaska),D,Alaska,Senate,2011,1376522,-0.39414257690173027
2990,Mark Begich (D-Alaska),D,Alaska,Senate,2012,1415023,0.027969767283051006
3498,Mark Begich (D-Alaska),D,Alaska,Senate,2013,2222527,0.5706649291212935
1902,Mark Critz (D-Pa),D,Pa,House,2010,985017,
2594,Mark Critz (D-Pa),D,Pa,House,2011,360507,-0.6340093622749658
3094,Mark Critz (D-Pa),D,Pa,House,2012,576507,0.5991561883680483
4814,Mark Desaulnier (D-Calif),D,Calif,House,2015,199002,
5261,Mark Desaulnier (D-Calif),D,Calif,House,2016,199002,0.0
5891,Mark Desaulnier (D-Calif),D,Calif,House,2017,-183999,-1.9246087979015285
347,Mark Desaulnier (D-Calif),D,Calif,House,2018,199002,-2.08153848662221
879,Mark E Souder (R-Ind),R,Ind,House,2008,221003,
1477,Mark E Souder (R-Ind),R,Ind,House,2009,213003,-0.036198603638864624
802,Mark Kirk (R-Ill),R,Ill,House,2008,496503,
1524,Mark Kirk (R-Ill),R,Ill,House,2009,89002,-0.8207422714464968
2697,Mark Kirk (R-Ill),R,Ill,Senate,2011,17501,-0.8033639693490033
3142,Mark Kirk (R-Ill),R,Ill,Senate,2012,383001,20.884520884520885
3693,Mark Kirk (R-Ill),R,Ill,Senate,2013,415003,0.08355591760857028
4213,Mark Kirk (R-Ill),R,Ill,Senate,2014,441503,0.06385496008462588
4728,Mark Kirk (R-Ill),R,Ill,Senate,2015,506504,0.14722663266161273
5291,Mark Kirk (R-Ill),R,Ill,Senate,2016,40002,-0.9210233285423215
5751,Mark Meadows (R-NC),R,NC,House,2017,504505,
265,Mark Meadows (R-NC),R,NC,House,2018,666010,0.3201256677337192
3723,Mark Pocan (D-Wis),D,Wis,House,2013,309999,
4240,Mark Pocan (D-Wis),D,Wis,House,2014,330000,0.06451956296633221
4781,Mark Pocan (D-Wis),D,Wis,House,2015,307500,-0.06818181818181823
5397,Mark Pocan (D-Wis),D,Wis,House,2016,-375000,-2.2195121951219514
5931,Mark Pocan (D-Wis),D,Wis,House,2017,-1180003,2.1466746666666667
306,Mark Pocan (D-Wis),D,Wis,House,2018,385000,-1.3262703569397705
979,Mark Pryor (D-Ark),D,Ark,Senate,2008,8000,
1566,Mark Pryor (D-Ark),D,Ark,Senate,2009,8500,0.0625
2141,Mark Pryor (D-Ark),D,Ark,Senate,2010,8500,0.0
2687,Mark Pryor (D-Ark),D,Ark,Senate,2011,40501,3.764823529411765
3260,Mark Pryor (D-Ark),D,Ark,Senate,2012,8500,-0.790128638799042
3812,Mark Pryor (D-Ark),D,Ark,Senate,2013,32002,2.7649411764705882
3699,Mark R Meadows (R-NC),R,NC,House,2013,388006,
3990,Mark R Meadows (R-NC),R,NC,House,2014,4219009,9.873566388148637
4702,Mark R Meadows (R-NC),R,NC,House,2015,643508,-0.8474741343287013
5161,Mark R Meadows (R-NC),R,NC,House,2016,887506,0.3791685573450525
3428,Mark Sanford (R-SC),R,SC,House,2013,4448514,
3984,Mark Sanford (R-SC),R,SC,House,2014,4507015,0.013150683576583111
4450,Mark Sanford (R-SC),R,SC,House,2015,7248015,0.608163052485958
5009,Mark Sanford (R-SC),R,SC,House,2016,5898013,-0.186258168615821
5523,Mark Sanford (R-SC),R,SC,House,2017,6640013,0.1258050804567572
1421,Mark Schauer (D-Mich),D,Mich,House,2009,394507,
2002,Mark Schauer (D-Mich),D,Mich,House,2010,415008,0.051966124808938696
4666,Mark Takai (D-Hawaii),D,Hawaii,House,2015,858513,
5813,Mark Takano (D-Calif),D,Calif,House,2017,204002,
342,Mark Takano (D-Calif),D,Calif,House,2018,216502,0.06127390907932284
1298,Mark Udall (D-Colo),D,Colo,Senate,2009,1045521,
1856,Mark Udall (D-Colo),D,Colo,Senate,2010,1405524,0.34432880831661916
2423,Mark Udall (D-Colo),D,Colo,Senate,2011,1475531,0.049808470008338546
2963,Mark Udall (D-Colo),D,Colo,Senate,2012,1784528,0.2094141024485423
3515,Mark Udall (D-Colo),D,Colo,Senate,2013,1985540,0.11264155003451903
4884,Mark Walker (R-NC),R,NC,House,2015,-53997,
5323,Mark Walker (R-NC),R,NC,House,2016,0,-1.0
5829,Mark Walker (R-NC),R,NC,House,2017,145503,
416,Mark Walker (R-NC),R,NC,House,2018,-110001,-1.7560050308241069
1013,Mark Warner (D-Va),D,Va,Senate,2009,174385102,
1604,Mark Warner (D-Va),D,Va,Senate,2010,192730605,0.1052010910886183
2178,Mark Warner (D-Va),D,Va,Senate,2011,228129609,0.1836709016712732
2746,Mark Warner (D-Va),D,Va,Senate,2012,257481658,0.12866391665976162
3295,Mark Warner (D-Va),D,Va,Senate,2013,254176651,-0.012835892955140094
3862,Mark Warner (D-Va),D,Va,Senate,2014,242889630,-0.044406207083120264
4366,Mark Warner (D-Va),D,Va,Senate,2015,238157630,-0.019482099750409265
4914,Mark Warner (D-Va),D,Va,Senate,2016,245680083,0.031586025608333346
5426,Mark Warner (D-Va),D,Va,Senate,2017,253213076,0.030661797684267356
0,Mark Warner (D-Va),D,Va,Senate,2018,214092575,-0.1544963696898497
3454,Markwayne Mullin (R-Okla),R,Okla,House,2013,3509021,
3964,Markwayne Mullin (R-Okla),R,Okla,House,2014,5276521,0.5037017447316503
4457,Markwayne Mullin (R-Okla),R,Okla,House,2015,6754520,0.28010861702246603
4984,Markwayne Mullin (R-Okla),R,Okla,House,2016,8830021,0.3072758686035426
5500,Markwayne Mullin (R-Okla),R,Okla,House,2017,9060022,0.02604761642129727
44,Markwayne Mullin (R-Okla),R,Okla,House,2018,11384012,0.2565104146546222
1587,Marlin A Stutzman (R-Ind),R,Ind,House,2009,-58998,
2163,Marlin A Stutzman (R-Ind),R,Ind,House,2010,-84495,0.4321671921082071
2533,Marlin Stutzman (R-Ind),R,Ind,House,2011,548507,
3023,Marlin Stutzman (R-Ind),R,Ind,House,2012,1031008,0.8796624291030015
3554,Marlin Stutzman (R-Ind),R,Ind,House,2013,1363510,0.32250186225519095
4091,Marlin Stutzman (R-Ind),R,Ind,House,2014,1554508,0.14007818057806687
4663,Marlin Stutzman (R-Ind),R,Ind,House,2015,881004,-0.4332586258803428
834,Marsha Blackburn (R-Tenn),R,Tenn,House,2008,374514,
1456,Marsha Blackburn (R-Tenn),R,Tenn,House,2009,268514,-0.28303347805422496
1993,Marsha Blackburn (R-Tenn),R,Tenn,House,2010,456512,0.7001422644629329
2565,Marsha Blackburn (R-Tenn),R,Tenn,House,2011,424510,-0.07010111453806256
3097,Marsha Blackburn (R-Tenn),R,Tenn,House,2012,551512,0.2991731643541966
3643,Marsha Blackburn (R-Tenn),R,Tenn,House,2013,640012,0.16046794992674673
4176,Marsha Blackburn (R-Tenn),R,Tenn,House,2014,643008,0.0046811622282081355
4717,Marsha Blackburn (R-Tenn),R,Tenn,House,2015,568007,-0.11664085050263762
5393,Marsha Blackburn (R-Tenn),R,Tenn,House,2016,-280994,-1.4947016498036116
4693,Martha McSally (R-Ariz),R,Ariz,House,2015,684517,
5245,Martha McSally (R-Ariz),R,Ariz,House,2016,267515,-0.6091915905667792
5794,Martha McSally (R-Ariz),R,Ariz,House,2017,267515,0.0
2513,Martha Roby (R-Ala),R,Ala,House,2011,649513,
3036,Martha Roby (R-Ala),R,Ala,House,2012,948511,0.4603418253368292
3579,Martha Roby (R-Ala),R,Ala,House,2013,1107017,0.16711034452947837
4116,Martha Roby (R-Ala),R,Ala,House,2014,1162519,0.050136538101944295
4627,Martha Roby (R-Ala),R,Ala,House,2015,1225019,0.05376256216027442
5158,Martha Roby (R-Ala),R,Ala,House,2016,933522,-0.2379530439936034
5696,Martha Roby (R-Ala),R,Ala,House,2017,974023,0.04338515857151726
173,Martha Roby (R-Ala),R,Ala,House,2018,1948523,1.000489721495283
1530,Martin Heinrich (D-NM),D,NM,House,2009,77507,
2115,Martin Heinrich (D-NM),D,NM,House,2010,69507,-0.10321648367244252
3852,Martin Heinrich (D-NM),D,NM,Senate,2013,-1160994,-17.703267296819025
4298,Martin Heinrich (D-NM),D,NM,Senate,2014,131506,-1.113270180552182
4817,Martin Heinrich (D-NM),D,NM,Senate,2015,188507,0.4334479035177101
5234,Martin Heinrich (D-NM),D,NM,Senate,2016,363507,0.9283474884221805
5789,Martin Heinrich (D-NM),D,NM,Senate,2017,277015,-0.23793764631767755
322,Martin Heinrich (D-NM),D,NM,Senate,2018,309017,0.11552443008501334
624,Mary Bono Mack (R-Calif),R,Calif,House,2008,1832055,
1218,Mary Bono Mack (R-Calif),R,Calif,House,2009,1938056,0.057859070824838765
1919,Mary Bono Mack (R-Calif),R,Calif,House,2010,848035,-0.5624300845795993
2557,Mary Bono Mack (R-Calif),R,Calif,House,2011,447017,-0.47287906749131814
3061,Mary Bono Mack (R-Calif),R,Calif,House,2012,748017,0.6733524675795328
967,Mary Fallin (R-Okla),R,Okla,House,2008,32002,
1157,Mary Fallin (R-Okla),R,Okla,House,2009,3597357,111.41038060121242
1747,Mary Fallin (R-Okla),R,Okla,House,2010,3580005,-0.004823541283225485
106,Mary Gay Scanlon (D-Pa),D,Pa,House,2018,4924533,
1210,Mary Jo Kilroy (D-Ohio),D,Ohio,House,2009,2150996,
629,Mary L Landrieu (D-La),D,La,Senate,2008,1740507,
1224,Mary L Landrieu (D-La),D,La,Senate,2009,1842506,0.05860303922937393
1815,Mary L Landrieu (D-La),D,La,Senate,2010,1895508,0.02876625639210939
2398,Mary L Landrieu (D-La),D,La,Senate,2011,1829008,-0.03508294346423224
2961,Mary L Landrieu (D-La),D,La,Senate,2012,1795007,-0.018589858546272042
3543,Mary L Landrieu (D-La),D,La,Senate,2013,1588506,-0.11504189120153852
3492,Matt Cartwright (D-Pa),D,Pa,House,2013,2509515,
3986,Matt Cartwright (D-Pa),D,Pa,House,2014,4407466,0.7563019149118455
4480,Matt Cartwright (D-Pa),D,Pa,House,2015,4993015,0.13285388928695085
5007,Matt Cartwright (D-Pa),D,Pa,House,2016,6110017,0.22371292695896172
5529,Matt Cartwright (D-Pa),D,Pa,House,2017,6197168,0.014263626435081944
136,Matt Cartwright (D-Pa),D,Pa,House,2018,3305306,-0.4666425050926488
5811,Matt Gaetz (R-Fla),R,Fla,House,2017,212006,
320,Matt Gaetz (R-Fla),R,Fla,House,2018,312006,0.4716847636387649
3740,Matt Salmon (R-Ariz),R,Ariz,House,2013,255506,
4267,Matt Salmon (R-Ariz),R,Ariz,House,2014,230506,-0.09784506038997132
4805,Matt Salmon (R-Ariz),R,Ariz,House,2015,230508,8.676563733711617e-06
746,Maurice Hinchey (D-NY),D,NY,House,2008,727509,
1345,Maurice Hinchey (D-NY),D,NY,House,2009,743508,0.02199148051776678
1930,Maurice Hinchey (D-NY),D,NY,House,2010,800509,0.07666494509810251
2622,Maurice Hinchey (D-NY),D,NY,House,2011,248002,-0.690194613677048
995,Max Baucus (D-Mont),D,Mont,Senate,2008,-41997,
1516,Max Baucus (D-Mont),D,Mont,Senate,2009,108506,-3.5836607376717384
2138,Max Baucus (D-Mont),D,Mont,Senate,2010,10004,-0.9078023335115109
2641,Max Baucus (D-Mont),D,Mont,Senate,2011,182001,17.19282287085166
3103,Max Baucus (D-Mont),D,Mont,Senate,2012,519500,1.854379920989445
604,Maxine Waters (D-Calif),D,Calif,House,2008,2495016,
1257,Maxine Waters (D-Calif),D,Calif,House,2009,1464512,-0.4130250066532639
1899,Maxine Waters (D-Calif),D,Calif,House,2010,1013009,-0.3082958692042127
2463,Maxine Waters (D-Calif),D,Calif,House,2011,972007,-0.04047545480839754
3055,Maxine Waters (D-Calif),D,Calif,House,2012,789006,-0.1882712778817437
3657,Maxine Waters (D-Calif),D,Calif,House,2013,589006,-0.2534834969569306
4215,Maxine Waters (D-Calif),D,Calif,House,2014,438005,-0.25636580951637167
4740,Maxine Waters (D-Calif),D,Calif,House,2015,450506,0.028540770082533307
5216,Maxine Waters (D-Calif),D,Calif,House,2016,450506,0.0
5735,Maxine Waters (D-Calif),D,Calif,House,2017,618005,0.37180192938606815
251,Maxine Waters (D-Calif),D,Calif,House,2018,793006,0.28317084813229676
614,Mazie K Hirono (D-Hawaii),D,Hawaii,House,2008,2063515,
1205,Mazie K Hirono (D-Hawaii),D,Hawaii,House,2009,2229015,0.08020295466715766
1790,Mazie K Hirono (D-Hawaii),D,Hawaii,House,2010,2362516,0.059892373985818814
3482,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2013,2787020,0.17968301590338442
4041,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2014,2704518,-0.02960222746876595
4543,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2015,2996518,0.10796748256066335
5051,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2016,3612019,0.205405407209301
5565,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2017,4241020,0.1741411105534052
115,Mazie K Hirono (D-Hawaii),D,Hawaii,Senate,2018,4339019,0.023107412839364017
631,Mel Martinez (R-Fla),R,Fla,Senate,2008,1721513,
1233,Mel Martinez (R-Fla),R,Fla,Senate,2009,1739019,0.010168961837639268
891,Melissa Bean (D-Ill),D,Ill,House,2008,202513,
1465,Melissa Bean (D-Ill),D,Ill,House,2009,240513,0.1876422748169253
2072,Melissa Bean (D-Ill),D,Ill,House,2010,200012,-0.1683942240128392
732,Melvin L Watt (D-NC),D,NC,House,2008,792524,
1311,Melvin L Watt (D-NC),D,NC,House,2009,925023,0.16718610414321833
1911,Melvin L Watt (D-NC),D,NC,House,2010,905021,-0.02162324612469091
2455,Melvin L Watt (D-NC),D,NC,House,2011,1041021,0.15027275610179203
3038,Melvin L Watt (D-NC),D,NC,House,2012,929020,-0.10758764712719537
4775,Mia Love (R-Utah),R,Utah,House,2015,328007,
5294,Mia Love (R-Utah),R,Utah,House,2016,27006,-0.9176663912660401
5803,Mia Love (R-Utah),R,Utah,House,2017,246007,8.109346071243428
988,Michael Arcuri (D-NY),D,NY,House,2008,-9999,
1531,Michael Arcuri (D-NY),D,NY,House,2009,75504,-8.551155115511552
2118,Michael Arcuri (D-NY),D,NY,House,2010,60504,-0.19866497139224415
5473,Michael Bennet (D-Colo),D,Colo,Senate,2017,16172514,
34,Michael Bennet (D-Colo),D,Colo,Senate,2018,15706014,-0.028845237048488515
622,Michael Burgess (R-Texas),R,Texas,House,2008,1853045,
1219,Michael Burgess (R-Texas),R,Texas,House,2009,1937042,0.04532917441292583
1814,Michael Burgess (R-Texas),R,Texas,House,2010,1903542,-0.0172944107561942
2415,Michael Burgess (R-Texas),R,Texas,House,2011,1634539,-0.14131708152486255
2985,Michael Burgess (R-Texas),R,Texas,House,2012,1526538,-0.06607428761259293
3534,Michael Burgess (R-Texas),R,Texas,House,2013,1701539,0.11463913770898593
4096,Michael Burgess (R-Texas),R,Texas,House,2014,1494030,-0.12195371366745045
4573,Michael Burgess (R-Texas),R,Texas,House,2015,2113029,0.41431497359490765
5338,Michael Burgess (R-Texas),R,Texas,House,2016,0,-1.0
5636,Michael Burgess (R-Texas),R,Texas,House,2017,1844028,
166,Michael Burgess (R-Texas),R,Texas,House,2018,2328027,0.26246835731344653
345,Michael Cloud (R-Texas),R,Texas,House,2018,212006,
639,Michael E Capuano (D-Mass),D,Mass,House,2008,1586013,
1280,Michael E Capuano (D-Mass),D,Mass,House,2009,1163011,-0.2667077760396668
1869,Michael E Capuano (D-Mass),D,Mass,House,2010,1262011,0.08512387243112918
2426,Michael E Capuano (D-Mass),D,Mass,House,2011,1414512,0.12083967572390408
2976,Michael E Capuano (D-Mass),D,Mass,House,2012,1612018,0.1396283665320619
3527,Michael E Capuano (D-Mass),D,Mass,House,2013,1744518,0.08219511196525109
4052,Michael E Capuano (D-Mass),D,Mass,House,2014,2368019,0.3574058851785995
4542,Michael E Capuano (D-Mass),D,Mass,House,2015,3021522,0.275970336386659
5071,Michael E Capuano (D-Mass),D,Mass,House,2016,3144022,0.040542481570546185
5600,Michael E Capuano (D-Mass),D,Mass,House,2017,2814022,-0.10496109760046213
1301,Michael E McMahon (D-NY),D,NY,House,2009,1022519,
1862,Michael E McMahon (D-NY),D,NY,House,2010,1315503,0.2865315950119265
1048,Michael F Bennet (D-Colo),D,Colo,Senate,2009,16998510,
1653,Michael F Bennet (D-Colo),D,Colo,Senate,2010,12225513,-0.28078913975401376
2232,Michael F Bennet (D-Colo),D,Colo,Senate,2011,12108015,-0.009610885040161499
2806,Michael F Bennet (D-Colo),D,Colo,Senate,2012,9784515,-0.19189768099890858
3359,Michael F Bennet (D-Colo),D,Colo,Senate,2013,12159515,0.24273047769869027
3918,Michael F Bennet (D-Colo),D,Colo,Senate,2014,13233516,0.08832597352772709
4413,Michael F Bennet (D-Colo),D,Colo,Senate,2015,16433516,0.24181026418073626
4956,Michael F Bennet (D-Colo),D,Colo,Senate,2016,16591514,0.009614375888884696
2568,Michael G Fitzpatrick (R-Pa),R,Pa,House,2011,420019,
3131,Michael G Fitzpatrick (R-Pa),R,Pa,House,2012,436518,0.03928155631054775
3680,Michael G Fitzpatrick (R-Pa),R,Pa,House,2013,473018,0.0836162540834513
4214,Michael G Fitzpatrick (R-Pa),R,Pa,House,2014,440518,-0.06870774473698671
4742,Michael G Fitzpatrick (R-Pa),R,Pa,House,2015,440518,0.0
2549,Michael Grimm (R-NY),R,NY,House,2011,484999,
3165,Michael Grimm (R-NY),R,NY,House,2012,309999,-0.36082548623811594
3715,Michael Grimm (R-NY),R,NY,House,2013,330000,0.06451956296633221
444,Michael McCaul (R-Texas),R,Texas,House,2008,69619248,
1016,Michael McCaul (R-Texas),R,Texas,House,2009,137611043,0.9766235194037143
1601,Michael McCaul (R-Texas),R,Texas,House,2010,380411527,1.7643968006259496
2175,Michael McCaul (R-Texas),R,Texas,House,2011,500624461,0.31600760089480673
2749,Michael McCaul (R-Texas),R,Texas,House,2012,143153910,-0.7140493101075218
3298,Michael McCaul (R-Texas),R,Texas,House,2013,162882467,0.13781360914277507
3864,Michael McCaul (R-Texas),R,Texas,House,2014,160340931,-0.015603496477002654
4497,Michael McCaul (R-Texas),R,Texas,House,2015,4150505,-0.9741145010565019
5353,Michael McCaul (R-Texas),R,Texas,House,2016,0,-1.0
5434,Michael McCaul (R-Texas),R,Texas,House,2017,96802784,
529,Michael N Castle (R-Del),R,Del,House,2008,5293582,
1115,Michael N Castle (R-Del),R,Del,House,2009,5298584,0.0009449178269080871
1667,Michael N Castle (R-Del),R,Del,House,2010,8448083,0.5944039011177327
1149,Michael O Johanns (R-Neb),R,Neb,Senate,2009,3740014,
1712,Michael O Johanns (R-Neb),R,Neb,Senate,2010,4941519,0.32125681882474244
2289,Michael O Johanns (R-Neb),R,Neb,Senate,2011,4360518,-0.11757538522061739
975,Michael R McNulty (D-NY),D,NY,House,2008,16001,
731,Michael R Turner (R-Ohio),R,Ohio,House,2008,793545,
1350,Michael R Turner (R-Ohio),R,Ohio,House,2009,728036,-0.08255234422748547
1932,Michael R Turner (R-Ohio),R,Ohio,House,2010,780535,0.07211044508788023
2509,Michael R Turner (R-Ohio),R,Ohio,House,2011,674534,-0.13580556925698395
3218,Michael R Turner (R-Ohio),R,Ohio,House,2012,139503,-0.7931861107075403
3787,Michael R Turner (R-Ohio),R,Ohio,House,2013,107002,-0.23297706859350698
4303,Michael R Turner (R-Ohio),R,Ohio,House,2014,107002,0.0
4531,Michael R Turner (R-Ohio),R,Ohio,House,2015,3217042,29.065251116801555
5015,Michael R Turner (R-Ohio),R,Ohio,House,2016,5692554,0.7694994345737483
5918,Michael R Turner (R-Ohio),R,Ohio,House,2017,-513986,-1.0902909309248539
287,Michael R Turner (R-Ohio),R,Ohio,House,2018,489514,-1.9523878082282398
821,Michele Bachmann (R-Minn),R,Minn,House,2008,418006,
1314,Michele Bachmann (R-Minn),R,Minn,House,2009,908508,1.173432917230853
1825,Michele Bachmann (R-Minn),R,Minn,House,2010,1783508,0.9631175509736842
2421,Michele Bachmann (R-Minn),R,Minn,House,2011,1499509,-0.15923617948447666
3008,Michele Bachmann (R-Minn),R,Minn,House,2012,1186007,-0.20906976883766615
