"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"St. Martin (French part)","MAF","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","396579986.572266","759429992.675781","573650024.414063","674169982.910156","718960021.972656","712700012.207031","639830017.089844","387049987.792969","547609985.351563","486209991.455078","517159973.144531","743549987.792969","517770019.53125","422640014.648438","473559997.558594","943419982.910156","878200012.207031","1949869995.11719","1191780029.29688","1320439941.40625","2648459960.9375","2491530029.29688","2087709960.9375","1130599975.58594","866150024.414063","2178020019.53125","879820007.324219","750580017.089844","808510009.765625","845239990.234375","1812729980.46875","2203659912.10938","1270189941.40625","1113160034.17969","924630004.882813","622219970.703125","801010009.765625","651840026.855469","741599975.585938","959030029.296875","647760009.765625","758739990.234375","545900024.414063","724250000","876179992.675781","827489990.234375","1189280029.29688","1202439941.40625","1349280029.29688","968200012.207031","942080017.089844","1337979980.46875","1430319946.28906","1912020019.53125","2091719970.70313","1640859985.35156","2222129882.8125","2550899902.34375","818200012.207031","785869995.117188","",
"Monaco","MCO","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15750000","45619998.9318848","80779998.7792969","87529998.7792969","49569999.6948242","90739997.8637695","56990001.6784668","150289993.286133","180300003.051758","175360000.610352","203509994.506836","154320007.324219","142809997.558594","194490005.493164","247440002.441406","270670013.427734","282920013.427734","241880004.882813","468329986.572266","428109985.351563","462160003.662109","336489990.234375","498179992.675781","334130004.882813","281059997.558594","254050003.051758","230509994.506836","352040008.544922","",
"Madagascar","MDG","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","28680000.3051758","14840000.1525879","45209999.0844727","76400001.5258789","376279998.779297","382589996.337891","345140014.648438","315049987.792969","343329986.572266","308570007.324219","320609985.351563","296399993.896484","310950012.207031","247589996.337891","273809997.558594","309589996.337891","228339996.337891","204899993.896484","267540008.544922","342029998.779297","522080017.089844","569109985.351563","603380004.882813","467600006.103516","412230010.986328","490089996.337891","640909973.144531","589599975.585938","486489990.234375","594940002.441406","594250000","646869995.117188","492649993.896484","494320007.324219","381309997.558594","363290008.544922","436420013.427734","1161780029.29688","675619995.117188","490339996.337891","467730010.986328","567059997.558594","545719970.703125","691340026.855469","1431630004.88281","1033030029.29688","861169982.910156","908929992.675781","816500000","431320007.324219","479440002.441406","422489990.234375","356660003.662109","474440002.441406","558080017.089844","721309997.558594","663739990.234375","812349975.585938","695840026.855469","769659973.144531","",
"Maldives","MDV","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","280000.001192093","2460000.03814697","4380000.11444092","2660000.08583069","2420000.07629395","939999.997615814","13869999.8855591","2819999.9332428","2049999.95231628","1129999.99523163","1620000.00476837","5590000.15258789","3740000.00953674","2960000.03814697","2599999.90463257","12100000.3814697","11300000.1907349","12069999.6948242","21100000.3814697","15699999.8092651","48459999.0844727","29620000.8392334","12939999.5803833","24049999.2370605","12310000.4196167","20579999.9237061","32080001.8310547","26170000.0762939","33409999.8474121","40610000.6103516","21819999.6948242","36409999.8474121","39200000.7629395","35340000.1525879","32080001.8310547","57549999.2370605","30790000.9155273","28930000.3051758","30989999.7711182","34659999.8474121","23600000.3814697","30600000.3814697","28829999.9237061","20469999.3133545","30049999.2370605","77949996.9482422","37529998.7792969","33889999.3896484","50729999.5422363","26510000.2288818","79970001.2207031","44909999.8474121","52060001.373291","19379999.1607666","20920000.0762939","25770000.4577637","23500000","48299999.2370605","131429992.675781","72959999.0844727","",
"Middle East & North Africa","MEA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","8232449993.66999","9044790041.44669","7968000008.10623","7150300134.76312","6335809979.43878","5284060019.30684","4812609983.27285","3621569993.68221","3275310008.04901","3388949996.24789","6235919943.92872","5745569993.55555","5734320000.17166","10808679938.7634","15523439952.6119","21272849541.4257","21360040464.1032","23403149775.0282","20952460385.412","21576959932.2379","21350449952.0063","20946710017.9195","17513319966.3162","15512759847.641","14827240193.367","16512220198.1544","13554139919.9963","11821920144.558","8903530038.5952","8998309965.6105","20620039884.0904","19608729671.2399","13479600110.2924","10491309900.9991","11935319977.0451","7505720034.5993","11118580060.482","9544299941.06292","10277460073.2326","8772760189.05639","8171139927.14882","7829009935.37903","8070159971.71402","11495369791.0309","13531620082.3784","32800590524.6735","19443519834.5184","18908569601.059","23795170265.1978","13987399803.1616","12389540108.2039","14806549919.1284","12781359695.4346","24081709831.2378","30175019577.0264","19731239959.7168","26756119834.8999","28229840248.1079","32132330184.9365","29599919677.7344","",
"Mexico","MEX","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","55020000.4577637","556760009.765625","260700012.207031","42310001.373291","-93330001.8310547","327029998.779297","222600006.103516","257339996.337891","178000000","126849998.474121","203369995.117188","111239997.86377","119620002.746582","62020000.4577637","95540000.9155273","80580001.8310547","73660003.6621094","57740001.6784668","44380001.0681152","164869995.117188","149429992.675781","264290008.544922","358709991.455078","354250000","226860000.610352","357070007.324219","502890014.648438","304070007.324219","285630004.882813","186699996.948242","261989990.234375","406869995.117188","436239990.234375","624630004.882813","546099975.585938","368170013.427734","308359985.351563","140229995.727539","64150001.5258789","78269996.6430664","-10439999.5803833","152770004.272461","192380004.882813","148490005.493164","161559997.558594","244160003.662109","289279998.779297","127580001.831055","164779998.779297","211800003.051758","483429992.675781","967200012.207031","434730010.986328","558219970.703125","786700012.207031","336510009.765625","872960021.972656","791260009.765625","549299987.792969","544280029.296875","",
"Marshall Islands","MHL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000.005960464","5739999.77111816","44549999.2370605","70309997.5585938","46439998.626709","96650001.5258789","75739997.8637695","58459999.0844727","80750000","65930000.3051758","92760002.1362305","75029998.7792969","68779998.7792969","62950000.7629395","67989997.8637695","67230003.3569336","62770000.4577637","60790000.9155273","67949996.9482422","23750000","91720001.2207031","86639999.3896484","97639999.3896484","58360000.6103516","60430000.3051758","12920000.0762939","73989997.8637695","54389999.3896484","65440002.4414063","",
"Middle income","MIC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","22277980468.75","27695070312.5","26834240234.375","28085669921.875","28602849609.375","30763310546.875","31208560546.875","31610099609.375","27766439453.125","26191589843.75","27741359375","28569019531.25","26175419921.875","29887919921.875","36456421875","42694281250","40244718750","36535000000","38463898437.5","38691460937.5","44348750000","44192351562.5","42825601562.5","39801101562.5","41215878906.25","42184328125","40486789062.5","38802941406.25","39371929687.5","41726128906.25","52731059509.2773","55889149902.3438","52527850097.6563","50758491699.2188","49731158447.2656","44188071777.3438","42091860107.4219","39131050292.9688","43196112060.5469","46865500000","44641598876.9531","48839870361.3281","51517059326.1719","48050191650.3906","51008478027.3438","76599609375","67643640625","56415988281.25","58687031250","58639351562.5","55892781250","58073769531.25","58965601562.5","66548593750","64512859375","66965367187.5","69177007812.5","69052007812.5","62532980468.75","65583312500","",
"North Macedonia","MKD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4989999.77111816","147199996.948242","93199996.9482422","132160003.662109","131610000.610352","143820007.324219","386959991.455078","390019989.013672","386880004.882813","410579986.572266","345250000","312859985.351563","259549987.792969","223119995.117188","203600006.103516","191779998.779297","187389999.389648","179229995.727539","177149993.896484","141449996.948242","183929992.675781","195850006.103516","223589996.337891","175990005.493164","154889999.389648","170179992.675781","144990005.493164","",
"Mali","MLI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","660000.026226044","17360000.6103516","84550003.0517578","57139999.3896484","138839996.337891","169070007.324219","187009994.506836","123330001.831055","202820007.324219","152279998.779297","144869995.117188","179460006.713867","206880004.882813","346480010.986328","501040008.544922","533659973.144531","310890014.648438","363109985.351563","442089996.337891","473670013.427734","618049987.792969","562400024.414063","528250000","551890014.648438","885830017.089844","1006309997.55859","797539978.027344","654729980.46875","744659973.144531","769739990.234375","724630004.882813","667609985.351563","601299987.792969","539820007.324219","607419982.910156","655469970.703125","609469970.703125","593520019.53125","485269989.013672","500820007.324219","446179992.675781","546440002.441406","623320007.324219","713119995.117188","684739990.234375","823979980.46875","956250000","1020090026.85547","915030029.296875","976409973.144531","1088449951.17188","1203839965.82031","990340026.855469","1321229980.46875","1165560058.59375","1282040039.0625","1288329956.05469","1417699951.17188","1499569946.28906","1902790039.0625","",
"Malta","MLT","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","122569999.694824","93800003.0517578","81470001.2207031","157190002.441406","173059997.558594","136529998.779297","137550003.051758","125529998.779297","143220001.220703","123639999.389648","140589996.337891","100440002.441406","81629997.253418","140509994.506836","98330001.8310547","130110000.610352","116730003.356934","108139999.389648","116750000","133320007.324219","39259998.3215332","151520004.272461","75669998.1689453","129089996.337891","32580001.8310547","49459999.0844727","14529999.7329712","-2349999.90463257","-4619999.88555908","-8789999.96185303","8130000.11444092","32080001.8310547","6139999.8664856","49560001.373291","69120002.746582","14609999.6566772","100680000.305176","34110000.6103516","33080001.8310547","38729999.5422363","37189998.626709","3000000","17360000.6103516","11800000.1907349","7199999.80926514","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","370850006.103516","214929992.675781","305459991.455078","391869995.117188","202649993.896484","152259994.506836","138789993.286133","97739997.8637695","119800003.051758","197250000","156460006.713867","264309997.558594","246440002.441406","311850006.103516","264399993.896484","201610000.610352","228509994.506836","294380004.882813","543789978.027344","802200012.207031","660250000","585530029.296875","684369995.117188","679679992.675781","585099975.585938","755650024.414063","635530029.296875","476359985.351563","525780029.296875","212979995.727539","213110000.610352","222270004.272461","130729995.727539","109639999.389648","167130004.882813","142630004.882813","49659999.8474121","77839996.3378906","103690002.441406","99639999.3896484","126430000.305176","158160003.662109","156470001.220703","150350006.103516","140470001.220703","161470001.220703","158279998.779297","197830001.831055","512739990.234375","348500000","339339996.337891","334380004.882813","450269989.013672","3625389892.57813","1298670043.94531","1227699951.17188","1588670043.94531","1592900024.41406","1712050048.82813","2099520019.53125","",
"Middle East & North Africa (excluding high income)","MNA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","7270480014.80103","8179690067.29126","7233899981.97556","6257230140.44762","5504229974.7467","4358659995.49627","3921980002.40326","3056519996.64307","2758980013.2364","2942910001.82927","5653279933.92944","5142929990.76843","5111040012.35962","9660449935.64487","14071589941.0248","18784929492.4736","17795670351.0284","19193059665.6799","17653480279.9225","17090389901.1612","17985670058.2504","17797920042.038","14628619935.9894","11528869824.4095","11228410232.7824","11968090133.667","9137820013.28468","9068290139.1983","6573969930.6488","6803549869.53735","17900819914.8178","16568579699.5163","9921780205.72662","8053439947.1283","9552930023.6702","6740580005.64575","7335240044.11697","7378669953.34625","7594700056.55289","7218020210.74295","6787509933.47168","7445479931.83136","6787639929.77143","10610999814.0335","12679600049.9725","32755800525.6653","19363589836.1206","18831359594.3451","23722520263.6719","13841779808.0444","12410940107.8224","14806549919.1284","12781359695.4346","24081709831.2378","30175019577.0264","19731239959.7168","26756119834.8999","28229840248.1079","32132330184.9365","29599919677.7344","",
"Montenegro","MNE","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10260000.2288818","23370000.8392334","4369999.88555908","107819999.694824","105889999.389648","97480003.3569336","74050003.0517578","76010002.1362305","116150001.525879","99970001.2207031","106919998.168945","92339996.3378906","107760002.13623","91449996.9482422","123930000.305176","156210006.713867","100529998.779297","",
"Mongolia","MNG","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","11960000.038147","11029999.7329712","9649999.61853027","8529999.73297119","5550000.19073486","5719999.79019165","5840000.15258789","4869999.88555908","5400000.09536743","12840000.1525879","13170000.0762939","8000000","5960000.03814697","9380000.11444092","18770000.4577637","83510002.1362305","121069999.694824","120610000.610352","175720001.220703","139550003.051758","170979995.727539","221059997.558594","207869995.117188","204600006.103516","216589996.337891","243089996.337891","240669998.168945","254619995.117188","243160003.662109","212119995.117188","196960006.713867","215309997.558594","228070007.324219","309220001.220703","285720001.220703","311489990.234375","422149993.896484","414760009.765625","302130004.882813","252869995.117188","332019989.013672","782419982.910156","333519989.013672","320179992.675781","",
"Northern Mariana Islands","MNP","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","33180000.3051758","39479999.5422363","52049999.2370605","109110000.610352","70059997.5585938","113010002.13623","109199996.948242","118690002.441406","168259994.506836","247369995.117188","245669998.168945","258450012.207031","265980010.986328","289130004.882813","304049987.792969","300890014.648438","314070007.324219","302369995.117188","311519989.013672","317809997.558594","284700012.207031","324230010.986328","363970001.220703","289859985.351563","387390014.648438","322790008.544922","454730010.986328","352399993.896484","282179992.675781","285730010.986328","104400001.525879","35520000.4577637","9239999.77111816","139190002.441406","3740000.00953674","-750000","-1340000.0333786","930000.007152557","270000.010728836","159999.996423721","250000","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","159999.996423721","43069999.6948242","670000.016689301","1669999.95708466","-500000","","69849998.4741211","183289993.286133","140000.000596046","409999.996423721","769999.980926514","1100000.02384186","1100000.02384186","740000.009536743","3210000.03814697","67019996.6430664","233619995.117188","248699996.948242","297570007.324219","356489990.234375","372320007.324219","342839996.337891","523630004.882813","554869995.117188","709219970.703125","795080017.089844","902789978.027344","1235079956.05469","1593430053.71094","1384750000","1499959960.9375","1590790039.0625","2041430053.71094","1780170043.94531","1730449951.17188","1372640014.64844","1168569946.28906","1345959960.9375","1501189941.40625","1172890014.64844","1403390014.64844","1483780029.29688","3346729980.46875","1343989990.23438","1451319946.28906","1456420043.94531","1784239990.23438","1778250000","1894359985.35156","1998810058.59375","1929589965.82031","1949380004.88281","2005619995.11719","2225790039.0625","2006400024.41406","1924689941.40625","1619369995.11719","1873130004.88281","1823510009.76563","1941439941.40625","",
"Mauritania","MRT","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","340000.003576279","10380000.1144409","21930000.3051758","15970000.2670288","95419998.1689453","71040000.9155273","151360000.610352","90629997.253418","158009994.506836","80550003.0517578","49639999.3896484","87230003.3569336","71669998.1689453","143139999.389648","414510009.765625","309970001.220703","732179992.675781","583140014.648438","691010009.765625","443160003.662109","403600006.103516","541739990.234375","465869995.117188","449070007.324219","446619995.117188","530840026.855469","475510009.765625","347410003.662109","309769989.013672","434339996.337891","352779998.779297","314109985.351563","269140014.648438","450269989.013672","347100006.103516","260010009.765625","333600006.103516","318079986.572266","225679992.675781","303730010.986328","328459991.455078","436929992.675781","542500000","326359985.351563","223059997.558594","212259994.506836","236130004.882813","347410003.662109","433660003.662109","365140014.648438","365320007.324219","351290008.544922","393679992.675781","278239990.234375","245830001.831055","348049987.792969","326100006.103516","304470001.220703","448380004.882813","421299987.792969","",
"Mauritius","MUS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","5079999.92370605","52520000.4577637","39299999.2370605","52549999.2370605","18530000.6866455","17520000.4577637","34000000","39740001.6784668","81970001.2207031","41810001.373291","40729999.5422363","56709999.0844727","56540000.9155273","66599998.4741211","111129997.253418","104449996.948242","61720001.2207031","75169998.1689453","125410003.662109","79120002.746582","73989997.8637695","136470001.220703","120879997.253418","104580001.831055","89769996.6430664","70160003.6621094","110449996.948242","110379997.253418","95430000.3051758","96669998.1689453","127000000","95389999.3896484","63029998.7792969","38009998.3215332","22309999.4659424","29409999.8474121","27450000.7629395","59040000.9155273","55840000.1525879","60409999.8474121","32090000.1525879","32560001.373291","36849998.4741211","-18409999.8474121","37299999.2370605","36319999.6948242","20540000.9155273","66690002.4414063","98410003.6621094","146259994.506836","120680000.305176","168740005.493164","170919998.168945","135429992.675781","39939998.626709","85069999.6948242","45819999.6948242","15039999.961853","69180000.3051758","22260000.2288818","",
"Malawi","MWI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","41360000.6103516","79010002.1362305","107309997.558594","150380004.882813","282230010.986328","275179992.675781","239940002.441406","225839996.337891","343480010.986328","201570007.324219","248970001.220703","195850006.103516","205990005.493164","153020004.272461","188089996.337891","240110000.610352","234809997.558594","272640014.648438","292339996.337891","360250000","323269989.013672","327529998.779297","298510009.765625","285670013.427734","469989990.234375","295079986.572266","400010009.765625","476230010.986328","615049987.792969","701929992.675781","739960021.972656","794289978.027344","790700012.207031","695099975.585938","597039978.027344","536750000","609289978.027344","460529998.779297","591669982.910156","609710021.972656","630429992.675781","619359985.351563","544859985.351563","645830017.089844","572570007.324219","634429992.675781","765049987.792969","757039978.027344","878640014.648438","777830017.089844","1004760009.76563","757530029.296875","1122589965.82031","1073969970.70313","884590026.855469","1098849975.58594","1314180053.71094","1581959960.9375","1279310058.59375","1227180053.71094","",
"Malaysia","MYS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","127949996.948242","173279998.779297","168720001.220703","94819999.6948242","136910003.662109","172889999.389648","220270004.272461","164529998.779297","195660003.662109","224869995.117188","181740005.493164","268769989.013672","285089996.337891","209330001.831055","281510009.765625","369899993.896484","228039993.286133","231910003.662109","198979995.727539","293489990.234375","298260009.765625","338799987.792969","318529998.779297","420239990.234375","727640014.648438","545489990.234375","412730010.986328","530479980.46875","172779998.779297","195339996.337891","592940002.441406","349450012.207031","224360000.610352","169820007.324219","99120002.746582","113510002.13623","-382380004.882813","-219580001.831055","220399993.896484","147240005.493164","62799999.2370605","40560001.373291","112900001.525879","119690002.441406","287989990.234375","32849998.4741211","248220001.220703","215839996.337891","146130004.882813","127510002.13623","6909999.84741211","42470001.2207031","18840000.1525879","-102669998.168945","17909999.8474121","-3069999.9332428","-47380001.0681152","-27809999.4659424","-34549999.2370605","9069999.69482422","",
"North America","NAC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","0","0","0","0","90000.0035762787","419999.986886978","460000.00834465","469999.998807907","319999.992847443","79999.9982118607","70000.0002980232","0","59999.9986588955","0","150000.005960464","90000.0035762787","140000.000596046","289999.99165535","460000.00834465","379999.995231628","629999.995231628","490000.009536743","170000.001788139","170000.001788139","209999.993443489","2960000.03814697","189999.997615814","409999.996423721","59999.9986588955","180000.007152557","61509998.3215332","-6860000.1335144","-6480000.01907349","-6369999.88555908","-15869999.8855591","-2269999.98092651","-4670000.07629395","-10859999.6566772","800000.011920929","119999.997317791","90000.0035762787","29999.9993294477","19999.9995529652","39999.9991059303","100000.001490116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Namibia","NAM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","90000.0035762787","","","","","","","","","","","29999.9993294477","","14960000.038147","32169998.1689453","29709999.0844727","36450000.7629395","101389999.389648","185990005.493164","270279998.779297","195820007.324219","221080001.831055","193880004.882813","229610000.610352","240550003.051758","235160003.662109","260459991.455078","256989990.234375","241830001.831055","177529998.779297","205570007.324219","193029998.779297","208229995.727539","132639999.389648","170770004.272461","231050003.051758","208139999.389648","331579986.572266","271359985.351563","276140014.648438","265290008.544922","268329986.572266","230759994.506836","152860000.610352","182619995.117188","198589996.337891","159449996.948242","151619995.117188","",
"New Caledonia","NCL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","123150001.525879","80800003.0517578","106000000","108230003.356934","151869995.117188","238449996.948242","293709991.455078","325730010.986328","261510009.765625","213679992.675781","154550003.051758","246580001.831055","304220001.220703","335750000","397420013.427734","348730010.986328","395619995.117188","479970001.220703","369089996.337891","400440002.441406","417869995.117188","483899993.896484","429200012.207031","479989990.234375","429230010.986328","445480010.986328","472660003.662109","548059997.558594","551239990.234375","541739990.234375","480760009.765625","464630004.882813","464839996.337891","449670013.427734","569549987.792969","482559997.558594","494750000","567799987.792969","587340026.855469","","","","","","","","","","","","","","","","",
"Niger","NER","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","400000.005960464","18469999.3133545","39159999.8474121","36689998.626709","114089996.337891","109480003.356934","163229995.727539","155410003.662109","203889999.389648","217940002.441406","205089996.337891","243190002.441406","233649993.896484","340750000","582690002.441406","497359985.351563","463850006.103516","315679992.675781","443399993.896484","424429992.675781","368140014.648438","470049987.792969","642859985.351563","448619995.117188","424829986.572266","756760009.765625","643919982.910156","633179992.675781","614429992.675781","519510009.765625","575289978.027344","539710021.972656","488459991.455078","477519989.013672","494160003.662109","339750000","318760009.765625","459279998.779297","407220001.220703","262440002.441406","312869995.117188","405220001.220703","435890014.648438","609549987.792969","629559997.558594","591729980.46875","597460021.972656","584580017.089844","584940002.441406","458149993.896484","735229980.46875","607320007.324219","863820007.324219","753890014.648438","868099975.585938","928200012.207031","1016599975.58594","1280969970.70313","1199520019.53125","1521439941.40625","",
"Nigeria","NGA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","313390014.648438","276750000","249820007.324219","142220001.220703","332519989.013672","568669982.910156","484510009.765625","492540008.544922","493690002.441406","536630004.882813","684469970.703125","589349975.585938","428910003.662109","359559997.558594","294420013.427734","300339996.337891","180139999.389648","136830001.831055","112440002.441406","64919998.1689453","76040000.9155273","98470001.2207031","86599998.4741211","111769996.643066","86699996.9482422","83669998.1689453","115839996.337891","112400001.525879","167600006.103516","489649993.896484","361529998.779297","365420013.427734","343799987.792969","420929992.675781","265959991.455078","250380004.882813","240630004.882813","269480010.986328","279880004.882813","204339996.337891","243820007.324219","245660003.662109","419570007.324219","393720001.220703","662849975.585938","6792169921.875","11879080078.125","1960540039.0625","1305300048.82813","1684670043.94531","2100010009.76563","1757709960.9375","1876709960.9375","2446540039.0625","2366409912.10938","2520199951.17188","2633469970.70313","3503159912.10938","3304949951.17188","3571530029.29688","",
"Nicaragua","NIC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","55650001.5258789","62020000.4577637","48810001.373291","50490001.6784668","60229999.5422363","58930000.3051758","77120002.746582","67250000","64459999.0844727","87739997.8637695","116290000.915527","75330001.8310547","54740001.6784668","122930000.305176","123150001.525879","100099998.474121","93519996.6430664","77930000.3051758","87680000.3051758","211089996.337891","444010009.765625","243119995.117188","251839996.337891","251410003.662109","293709991.455078","284549987.792969","319209991.455078","268380004.882813","381529998.779297","416220001.220703","522349975.585938","1225939941.40625","853630004.882813","458940002.441406","764559997.558594","692409973.144531","1074079956.05469","490910003.662109","720090026.855469","836950012.207031","727020019.53125","1335650024.41406","610599975.585938","944880004.882813","1272359985.35156","749309997.558594","690119995.117188","737900024.414063","637330017.089844","654669982.910156","499329986.572266","490869995.117188","504350006.103516","461390014.648438","407549987.792969","485829986.572266","459649993.896484","584919982.910156","353760009.765625","398390014.648438","",
"Netherlands","NLD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","58369998.9318848","72250000","60250000","111199996.948242","129210006.713867","116110000.610352","100099998.474121","89559997.5585938","68309997.5585938","69250000","130899993.896484","131039993.286133","152449996.948242","153820007.324219","128110000.610352","152429992.675781","158130004.882813","241830001.831055","200919998.168945","319429992.675781","348260009.765625","387390014.648438","431910003.662109","429200012.207031","392760009.765625","458730010.986328","510739990.234375","545729980.46875","586489990.234375","666380004.882813","520789978.027344","498040008.544922","503690002.441406","385540008.544922","474859985.351563","419790008.544922","398820007.324219","407480010.986328","421079986.572266","389179992.675781","417450012.207031","502950012.207031","455929992.675781","563840026.855469","486799987.792969","451839996.337891","492489990.234375","559200012.207031","592739990.234375","708719970.703125","751760009.765625","688299987.792969","724809997.558594","824159973.144531","823340026.855469","1279189941.40625","1122199951.17188","1320949951.17188","1452260009.76563","1381459960.9375","",
"Nauru","NRU","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","39999.9991059303","","39999.9991059303","","59999.9986588955","79999.9982118607","59999.9986588955","50000.0007450581","70000.0002980232","70000.0002980232","150000.005960464","109999.999403954","140000.000596046","349999.994039536","90000.0035762787","289999.99165535","649999.976158142","649999.976158142","689999.997615814","16090000.1525879","4030000.20980835","4920000.07629395","4269999.98092651","4119999.88555908","8210000.03814697","5639999.8664856","16520000.4577637","24649999.6185303","27690000.5340576","20040000.9155273","11960000.038147","22760000.2288818","28670000.0762939","32930000.3051758","25819999.6948242","25629999.1607666","29440000.5340576","28590000.1525879","24120000.8392334","20219999.3133545","33270000.4577637","23909999.8474121","25760000.2288818","37529998.7792969","55500000","",
"New Zealand","NZL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","2490000.00953674","3170000.07629395","4070000.17166138","3289999.96185303","35909999.8474121","14970000.2670288","4909999.84741211","7369999.88555908","430000.007152557","319999.992847443","519999.980926514","11779999.7329712","51380001.0681152","103569999.694824","702630004.882813","511070007.324219","600400024.414063","1179050048.82813","172199996.948242","611840026.855469","506859985.351563","599429992.675781","331440002.441406","172740005.493164","262970001.220703","186529998.779297","209339996.337891","81239997.8637695","9329999.92370605","39009998.3215332","101260002.13623","18370000.8392334","55580001.8310547","182300003.051758","219350006.103516","85660003.6621094","101569999.694824","134169998.168945","762820007.324219","68000000","106080001.831055","7250000","108849998.474121","80959999.0844727","114650001.525879","20719999.3133545","57009998.3215332","219000000","72650001.5258789","145619995.117188","-21399999.6185303","","","","","","","","","","",
"Other small states","OSS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
