Date,Mission,Number of Contributors,Troops,Police,Observers,Total
1999-10-31,MINURCA,14,1021.0,24.0,1.0,1046.0
1999-10-31,MINURSO,28,340.0,80.0,223.0,643.0
1999-10-31,MIPONUH,11,0.0,285.0,10.0,295.0
1999-10-31,MONUA,6,87.0,1.0,1.0,89.0
1999-10-31,MONUC,15,0.0,0.0,37.0,37.0
1999-10-31,UNAMSIL,25,15.0,0.0,192.0,207.0
1999-10-31,UNDOF,5,1034.0,0.0,0.0,1034.0
1999-10-31,UNFICYP,10,1220.0,35.0,0.0,1255.0
1999-10-31,UNIFIL,9,4562.0,0.0,0.0,4562.0
1999-10-31,UNIKOM,33,900.0,0.0,195.0,1095.0
1999-10-31,UNMIBH,44,0.0,1839.0,4.0,1843.0
1999-10-31,UNMIK,45,0.0,1729.0,34.0,1763.0
1999-10-31,UNMOGIP,9,0.0,0.0,46.0,46.0
1999-10-31,UNMOP,24,0.0,0.0,27.0,27.0
1999-10-31,UNMOT,13,0.0,2.0,38.0,40.0
1999-10-31,UNOMIG,22,0.0,0.0,100.0,100.0
1999-10-31,UNTAET,26,0.0,193.0,121.0,314.0
1999-10-31,UNTSO,21,0.0,0.0,132.0,132.0
1999-11-30,MINUGUA,14,0.0,50.0,20.0,70.0
1999-11-30,MINURCA,14,958.0,24.0,1.0,983.0
1999-11-30,MINURSO,28,340.0,80.0,223.0,643.0
1999-11-30,MIPONUH,11,0.0,285.0,10.0,295.0
1999-11-30,MONUA,6,87.0,1.0,1.0,89.0
1999-11-30,MONUC,15,0.0,0.0,37.0,37.0
1999-11-30,UNAMSIL,25,15.0,0.0,192.0,207.0
1999-11-30,UNDOF,5,1034.0,0.0,0.0,1034.0
1999-11-30,UNFICYP,10,1220.0,35.0,0.0,1255.0
1999-11-30,UNIFIL,9,4562.0,0.0,0.0,4562.0
1999-11-30,UNIKOM,33,900.0,0.0,195.0,1095.0
1999-11-30,UNMIBH,44,0.0,1839.0,4.0,1843.0
1999-11-30,UNMIK,45,0.0,1729.0,34.0,1763.0
1999-11-30,UNMOGIP,9,0.0,0.0,46.0,46.0
1999-11-30,UNMOP,24,0.0,0.0,27.0,27.0
1999-11-30,UNMOT,13,0.0,2.0,38.0,40.0
1999-11-30,UNOMIG,22,0.0,0.0,100.0,100.0
1999-11-30,UNTAET,26,0.0,193.0,121.0,314.0
1999-11-30,UNTSO,21,0.0,0.0,132.0,132.0
1999-12-31,MINUGUA,7,0.0,15.0,5.0,20.0
1999-12-31,MINURCA,11,801.0,16.0,5.0,822.0
1999-12-31,MINURSO,31,27.0,84.0,191.0,302.0
1999-12-31,MIPONUH,9,0.0,244.0,0.0,244.0
1999-12-31,MONUA,4,2.0,1.0,1.0,4.0
1999-12-31,MONUC,25,0.0,0.0,79.0,79.0
1999-12-31,UNAMSIL,32,4197.0,4.0,228.0,4429.0
1999-12-31,UNDOF,5,1040.0,0.0,0.0,1040.0
1999-12-31,UNFICYP,10,1207.0,35.0,0.0,1242.0
1999-12-31,UNIFIL,10,4294.0,0.0,5.0,4299.0
1999-12-31,UNIKOM,32,900.0,0.0,190.0,1090.0
1999-12-31,UNMIBH,43,0.0,1813.0,4.0,1817.0
1999-12-31,UNMIK,47,0.0,1892.0,35.0,1927.0
1999-12-31,UNMOGIP,9,0.0,0.0,46.0,46.0
1999-12-31,UNMOP,23,0.0,0.0,26.0,26.0
1999-12-31,UNMOT,14,0.0,2.0,37.0,39.0
1999-12-31,UNOMIG,22,0.0,0.0,102.0,102.0
1999-12-31,UNTAET,26,0.0,321.0,182.0,503.0
1999-12-31,UNTSO,22,0.0,0.0,136.0,136.0
2000-01-31,MINUGUA,14,0.0,50.0,20.0,70.0
2000-01-31,MINURCA,9,429.0,9.0,0.0,438.0
2000-01-31,MINURSO,30,27.0,79.0,205.0,311.0
2000-01-31,MIPONUH,10,0.0,241.0,0.0,241.0
2000-01-31,MONUA,3,0.0,1.0,2.0,3.0
2000-01-31,MONUC,26,0.0,0.0,80.0,80.0
2000-01-31,UNAMSIL,31,4601.0,4.0,243.0,4848.0
2000-01-31,UNDOF,5,1037.0,0.0,0.0,1037.0
2000-01-31,UNFICYP,11,1217.0,33.0,0.0,1250.0
2000-01-31,UNIFIL,9,4495.0,0.0,0.0,4495.0
2000-01-31,UNIKOM,33,899.0,0.0,194.0,1093.0
2000-01-31,UNMIBH,44,0.0,1742.0,4.0,1746.0
2000-01-31,UNMIK,49,0.0,1971.0,35.0,2006.0
2000-01-31,UNMOGIP,9,0.0,0.0,46.0,46.0
2000-01-31,UNMOP,24,0.0,0.0,27.0,27.0
2000-01-31,UNMOT,11,0.0,1.0,30.0,31.0
2000-01-31,UNOMIG,22,0.0,0.0,101.0,101.0
2000-01-31,UNTAET,33,4.0,481.0,184.0,669.0
2000-01-31,UNTSO,22,0.0,0.0,148.0,148.0
2000-02-28,BONUCA,4,185.0,3.0,0.0,188.0
2000-02-28,MINUGUA,14,0.0,50.0,20.0,70.0
2000-02-28,MINURSO,28,27.0,80.0,208.0,315.0
2000-02-28,MIPONUH,10,0.0,215.0,0.0,215.0
2000-02-28,MONUC,25,0.0,0.0,83.0,83.0
2000-02-28,UNAMSIL,32,4652.0,6.0,1049.0,5707.0
2000-02-28,UNDOF,5,1040.0,0.0,0.0,1040.0
2000-02-28,UNFICYP,11,1216.0,35.0,0.0,1251.0
2000-02-28,UNIFIL,9,4483.0,0.0,0.0,4483.0
2000-02-28,UNIKOM,33,908.0,0.0,197.0,1105.0
2000-02-28,UNMIBH,44,0.0,1854.0,4.0,1858.0
2000-02-28,UNMIK,50,0.0,2361.0,37.0,2398.0
2000-02-28,UNMOGIP,9,0.0,0.0,46.0,46.0
2000-02-28,UNMOP,24,0.0,0.0,27.0,27.0
2000-02-28,UNMOT,11,0.0,3.0,26.0,29.0
2000-02-28,UNOA,3,1.0,1.0,1.0,3.0
2000-02-28,UNOMIG,22,0.0,0.0,102.0,102.0
2000-02-28,UNTAET,41,6837.0,651.0,192.0,7680.0
2000-02-28,UNTSO,22,0.0,0.0,140.0,140.0
2000-03-31,BONUCA,3,0.0,3.0,0.0,3.0
2000-03-31,MINUGUA,14,0.0,50.0,20.0,70.0
2000-03-31,MINURSO,27,25.0,82.0,203.0,310.0
2000-03-31,MONUC,26,0.0,0.0,107.0,107.0
2000-03-31,UNAMSIL,33,7217.0,9.0,271.0,7497.0
2000-03-31,UNDOF,5,1033.0,0.0,0.0,1033.0
2000-03-31,UNFICYP,11,1218.0,35.0,0.0,1253.0
2000-03-31,UNIFIL,9,4463.0,0.0,0.0,4463.0
2000-03-31,UNIKOM,33,908.0,0.0,195.0,1103.0
2000-03-31,UNMIBH,41,0.0,1897.0,4.0,1901.0
2000-03-31,UNMIK,50,0.0,2813.0,37.0,2850.0
2000-03-31,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-03-31,UNMOP,24,0.0,0.0,27.0,27.0
2000-03-31,UNMOT,9,0.0,2.0,23.0,25.0
2000-03-31,UNOA,3,1.0,1.0,1.0,3.0
2000-03-31,UNOMIG,22,0.0,0.0,102.0,102.0
2000-03-31,UNTAET,43,7342.0,934.0,199.0,8475.0
2000-03-31,UNTSO,22,0.0,0.0,150.0,150.0
2000-04-30,BONUCA,4,0.0,3.0,2.0,5.0
2000-04-30,MINUGUA,14,0.0,50.0,20.0,70.0
2000-04-30,MINURSO,27,25.0,80.0,203.0,308.0
2000-04-30,MONUC,26,0.0,0.0,126.0,126.0
2000-04-30,UNAMSIL,33,8158.0,19.0,270.0,8447.0
2000-04-30,UNDOF,5,1037.0,0.0,0.0,1037.0
2000-04-30,UNFICYP,11,1209.0,33.0,0.0,1242.0
2000-04-30,UNIFIL,9,4550.0,0.0,0.0,4550.0
2000-04-30,UNIKOM,33,907.0,0.0,195.0,1102.0
2000-04-30,UNMIBH,43,0.0,1735.0,4.0,1739.0
2000-04-30,UNMIK,51,0.0,3154.0,40.0,3194.0
2000-04-30,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-04-30,UNMOP,24,0.0,0.0,27.0,27.0
2000-04-30,UNMOT,9,0.0,2.0,18.0,20.0
2000-04-30,UNOA,2,1.0,1.0,0.0,2.0
2000-04-30,UNOMIG,22,0.0,0.0,102.0,102.0
2000-04-30,UNTAET,43,8043.0,1027.0,199.0,9269.0
2000-04-30,UNTSO,22,0.0,0.0,153.0,153.0
2000-05-31,BONUCA,4,0.0,3.0,2.0,5.0
2000-05-31,MICAH,1,0.0,1.0,0.0,1.0
2000-05-31,MINUGUA,14,0.0,48.0,19.0,67.0
2000-05-31,MINURSO,29,27.0,80.0,216.0,323.0
2000-05-31,MONUC,31,0.0,0.0,219.0,219.0
2000-05-31,UNAMSIL,33,11436.0,24.0,260.0,11720.0
2000-05-31,UNDOF,5,1035.0,0.0,0.0,1035.0
2000-05-31,UNFICYP,11,1210.0,32.0,0.0,1242.0
2000-05-31,UNIFIL,9,4483.0,0.0,0.0,4483.0
2000-05-31,UNIKOM,33,908.0,0.0,196.0,1104.0
2000-05-31,UNMIBH,43,0.0,1573.0,4.0,1577.0
2000-05-31,UNMIK,51,0.0,3641.0,37.0,3678.0
2000-05-31,UNMOGIP,8,0.0,0.0,46.0,46.0
2000-05-31,UNMOP,24,0.0,0.0,27.0,27.0
2000-05-31,UNMOT,2,0.0,0.0,5.0,5.0
2000-05-31,UNOA,2,1.0,1.0,0.0,2.0
2000-05-31,UNOMIG,22,0.0,0.0,102.0,102.0
2000-05-31,UNTAET,45,8387.0,1216.0,195.0,9798.0
2000-05-31,UNTSO,22,0.0,0.0,153.0,153.0
2000-06-30,BONUCA,4,0.0,3.0,2.0,5.0
2000-06-30,MICAH,1,0.0,1.0,0.0,1.0
2000-06-30,MINUGUA,14,0.0,42.0,19.0,61.0
2000-06-30,MINURSO,29,27.0,80.0,216.0,323.0
2000-06-30,MONUC,36,0.0,2.0,257.0,259.0
2000-06-30,UNAMSIL,34,12179.0,34.0,260.0,12473.0
2000-06-30,UNDOF,5,1042.0,0.0,0.0,1042.0
2000-06-30,UNFICYP,11,1219.0,31.0,0.0,1250.0
2000-06-30,UNIFIL,11,4875.0,0.0,0.0,4875.0
2000-06-30,UNIKOM,33,922.0,0.0,193.0,1115.0
2000-06-30,UNMIBH,44,0.0,1572.0,4.0,1576.0
2000-06-30,UNMIK,53,0.0,3896.0,37.0,3933.0
2000-06-30,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-06-30,UNMOP,24,0.0,0.0,27.0,27.0
2000-06-30,UNMOT,1,0.0,0.0,1.0,1.0
2000-06-30,UNOA,1,0.0,1.0,0.0,1.0
2000-06-30,UNOMIG,22,0.0,0.0,102.0,102.0
2000-06-30,UNTAET,46,7901.0,1303.0,189.0,9393.0
2000-06-30,UNTSO,22,0.0,0.0,154.0,154.0
2000-07-31,BONUCA,4,0.0,3.0,2.0,5.0
2000-07-31,MINUGUA,14,0.0,47.0,20.0,67.0
2000-07-31,MINURSO,29,27.0,34.0,216.0,277.0
2000-07-31,MONUC,37,0.0,0.0,270.0,270.0
2000-07-31,UNAMSIL,34,12187.0,34.0,260.0,12481.0
2000-07-31,UNDOF,5,1034.0,0.0,0.0,1034.0
2000-07-31,UNFICYP,11,1219.0,32.0,0.0,1251.0
2000-07-31,UNIFIL,11,5619.0,0.0,0.0,5619.0
2000-07-31,UNIKOM,33,908.0,0.0,203.0,1111.0
2000-07-31,UNMEE,2,0.0,0.0,2.0,2.0
2000-07-31,UNMIBH,43,0.0,1644.0,4.0,1648.0
2000-07-31,UNMIK,54,0.0,3987.0,37.0,4024.0
2000-07-31,UNMOGIP,8,0.0,0.0,46.0,46.0
2000-07-31,UNMOP,24,0.0,0.0,27.0,27.0
2000-07-31,UNOA,1,0.0,1.0,0.0,1.0
2000-07-31,UNOMIG,22,0.0,0.0,102.0,102.0
2000-07-31,UNTAET,46,7905.0,1274.0,179.0,9358.0
2000-07-31,UNTSO,22,0.0,0.0,143.0,143.0
2000-08-31,BONUCA,5,0.0,3.0,3.0,6.0
2000-08-31,MINUGUA,14,0.0,47.0,18.0,65.0
2000-08-31,MINURSO,29,27.0,34.0,216.0,277.0
2000-08-31,MONUC,37,0.0,0.0,262.0,262.0
2000-08-31,UNAMSIL,35,12183.0,34.0,260.0,12477.0
2000-08-31,UNDOF,6,1040.0,0.0,0.0,1040.0
2000-08-31,UNFICYP,11,1218.0,35.0,0.0,1253.0
2000-08-31,UNIFIL,11,5643.0,0.0,0.0,5643.0
2000-08-31,UNIKOM,33,908.0,0.0,196.0,1104.0
2000-08-31,UNMEE,8,0.0,0.0,8.0,8.0
2000-08-31,UNMIBH,44,0.0,1725.0,4.0,1729.0
2000-08-31,UNMIK,53,0.0,3981.0,38.0,4019.0
2000-08-31,UNMOGIP,8,0.0,0.0,46.0,46.0
2000-08-31,UNMOP,24,0.0,0.0,27.0,27.0
2000-08-31,UNOMIG,22,0.0,0.0,102.0,102.0
2000-08-31,UNTAET,47,7722.0,1342.0,167.0,9231.0
2000-08-31,UNTSO,22,0.0,0.0,153.0,153.0
2000-09-30,MINUGUA,13,0.0,44.0,9.0,53.0
2000-09-30,MINURSO,29,27.0,34.0,216.0,277.0
2000-09-30,MONUC,37,0.0,0.0,245.0,245.0
2000-09-30,UNAMSIL,35,12262.0,34.0,260.0,12556.0
2000-09-30,UNDOF,6,1040.0,0.0,0.0,1040.0
2000-09-30,UNFICYP,11,1215.0,34.0,0.0,1249.0
2000-09-30,UNIFIL,11,5744.0,0.0,0.0,5744.0
2000-09-30,UNIKOM,33,908.0,0.0,196.0,1104.0
2000-09-30,UNMEE,17,0.0,0.0,58.0,58.0
2000-09-30,UNMIBH,44,0.0,1816.0,4.0,1820.0
2000-09-30,UNMIK,53,0.0,3985.0,38.0,4023.0
2000-09-30,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-09-30,UNMOP,24,0.0,0.0,27.0,27.0
2000-09-30,UNOMIG,22,0.0,0.0,102.0,102.0
2000-09-30,UNTAET,48,7710.0,1420.0,177.0,9307.0
2000-09-30,UNTSO,22,0.0,0.0,153.0,153.0
2000-10-31,MINUGUA,13,0.0,44.0,14.0,58.0
2000-10-31,MINURSO,30,27.0,47.0,213.0,287.0
2000-10-31,MONUC,37,24.0,0.0,218.0,242.0
2000-10-31,UNAMSIL,35,12262.0,34.0,248.0,12544.0
2000-10-31,UNDOF,6,1034.0,0.0,0.0,1034.0
2000-10-31,UNFICYP,11,1211.0,34.0,0.0,1245.0
2000-10-31,UNIFIL,11,5752.0,0.0,0.0,5752.0
2000-10-31,UNIKOM,33,908.0,0.0,196.0,1104.0
2000-10-31,UNMEE,22,0.0,0.0,100.0,100.0
2000-10-31,UNMIBH,43,0.0,1757.0,4.0,1761.0
2000-10-31,UNMIK,56,0.0,4197.0,40.0,4237.0
2000-10-31,UNMOGIP,8,0.0,0.0,46.0,46.0
2000-10-31,UNMOP,25,0.0,0.0,27.0,27.0
2000-10-31,UNOMIG,22,0.0,0.0,102.0,102.0
2000-10-31,UNTAET,48,7713.0,1417.0,163.0,9293.0
2000-10-31,UNTSO,22,0.0,0.0,152.0,152.0
2000-11-30,MINUGUA,13,0.0,36.0,11.0,47.0
2000-11-30,MINURSO,30,27.0,31.0,215.0,273.0
2000-11-30,MONUC,36,24.0,0.0,200.0,224.0
2000-11-30,UNAMSIL,34,12260.0,34.0,233.0,12527.0
2000-11-30,UNDOF,6,1050.0,0.0,0.0,1050.0
2000-11-30,UNFICYP,11,1215.0,38.0,0.0,1253.0
2000-11-30,UNIFIL,11,5708.0,0.0,0.0,5708.0
2000-11-30,UNIKOM,33,908.0,0.0,196.0,1104.0
2000-11-30,UNMEE,30,289.0,0.0,137.0,426.0
2000-11-30,UNMIBH,45,0.0,1765.0,4.0,1769.0
2000-11-30,UNMIK,56,0.0,4466.0,38.0,4504.0
2000-11-30,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-11-30,UNMOP,25,0.0,0.0,27.0,27.0
2000-11-30,UNOMIG,22,0.0,0.0,103.0,103.0
2000-11-30,UNTAET,47,7716.0,1439.0,156.0,9311.0
2000-11-30,UNTSO,22,0.0,0.0,150.0,150.0
2000-12-31,MINUGUA,11,0.0,20.0,4.0,24.0
2000-12-31,MINURSO,30,27.0,31.0,215.0,273.0
2000-12-31,MONUC,36,24.0,0.0,183.0,207.0
2000-12-31,UNAMSIL,36,10137.0,34.0,249.0,10420.0
2000-12-31,UNDOF,6,1033.0,0.0,0.0,1033.0
2000-12-31,UNFICYP,11,1213.0,33.0,0.0,1246.0
2000-12-31,UNIFIL,10,5802.0,0.0,0.0,5802.0
2000-12-31,UNIKOM,33,903.0,0.0,193.0,1096.0
2000-12-31,UNMEE,34,1633.0,0.0,144.0,1777.0
2000-12-31,UNMIBH,45,0.0,1808.0,5.0,1813.0
2000-12-31,UNMIK,57,0.0,4420.0,39.0,4459.0
2000-12-31,UNMOGIP,8,0.0,0.0,45.0,45.0
2000-12-31,UNMOP,25,0.0,0.0,27.0,27.0
2000-12-31,UNOMIG,22,0.0,0.0,103.0,103.0
2000-12-31,UNTAET,45,7765.0,1382.0,124.0,9271.0
2000-12-31,UNTSO,22,0.0,0.0,150.0,150.0
2001-01-31,MINUGUA,11,1.0,10.0,3.0,14.0
2001-01-31,MINURSO,30,28.0,34.0,215.0,277.0
2001-01-31,MONUC,38,78.0,3.0,124.0,205.0
2001-01-31,UNAMSIL,35,10151.0,36.0,250.0,10437.0
2001-01-31,UNDOF,5,1038.0,0.0,0.0,1038.0
2001-01-31,UNFICYP,11,1212.0,35.0,0.0,1247.0
2001-01-31,UNIFIL,10,5735.0,0.0,0.0,5735.0
2001-01-31,UNIKOM,33,903.0,6.0,187.0,1096.0
2001-01-31,UNMEE,43,2649.0,19.0,181.0,2849.0
2001-01-31,UNMIBH,45,38.0,1801.0,5.0,1844.0
2001-01-31,UNMIK,56,50.0,4463.0,37.0,4550.0
2001-01-31,UNMOGIP,8,0.0,8.0,38.0,46.0
2001-01-31,UNMOP,25,0.0,0.0,27.0,27.0
2001-01-31,UNOMIG,22,0.0,5.0,98.0,103.0
2001-01-31,UNTAET,48,7834.0,1501.0,148.0,9483.0
2001-01-31,UNTSO,22,0.0,0.0,151.0,151.0
2001-02-28,MINUGUA,11,1.0,10.0,3.0,14.0
2001-02-28,MINURSO,30,28.0,34.0,215.0,277.0
2001-02-28,MONUC,38,78.0,3.0,124.0,205.0
2001-02-28,UNAMSIL,35,10151.0,36.0,250.0,10437.0
2001-02-28,UNDOF,5,1038.0,0.0,0.0,1038.0
2001-02-28,UNFICYP,11,1212.0,35.0,0.0,1247.0
2001-02-28,UNIFIL,10,5735.0,0.0,0.0,5735.0
2001-02-28,UNIKOM,33,903.0,6.0,187.0,1096.0
2001-02-28,UNMEE,43,2649.0,19.0,181.0,2849.0
2001-02-28,UNMIBH,45,38.0,1801.0,5.0,1844.0
2001-02-28,UNMIK,56,50.0,4463.0,37.0,4550.0
2001-02-28,UNMOGIP,8,0.0,8.0,38.0,46.0
2001-02-28,UNMOP,25,0.0,0.0,27.0,27.0
2001-02-28,UNOMIG,22,0.0,5.0,98.0,103.0
2001-02-28,UNTAET,48,7834.0,1501.0,148.0,9483.0
2001-02-28,UNTSO,22,0.0,0.0,151.0,151.0
2001-03-31,MINUGUA,10,0.0,9.0,4.0,13.0
2001-03-31,MINURSO,30,27.0,34.0,214.0,275.0
2001-03-31,MONUC,36,86.0,0.0,224.0,310.0
2001-03-31,UNAMSIL,35,11934.0,36.0,227.0,12197.0
2001-03-31,UNDOF,6,1034.0,0.0,0.0,1034.0
2001-03-31,UNFICYP,11,1248.0,35.0,0.0,1283.0
2001-03-31,UNIFIL,10,5716.0,0.0,0.0,5716.0
2001-03-31,UNIKOM,33,904.0,0.0,194.0,1098.0
2001-03-31,UNMEE,45,3655.0,11.0,219.0,3885.0
2001-03-31,UNMIBH,44,0.0,1802.0,5.0,1807.0
2001-03-31,UNMIK,56,0.0,4242.0,38.0,4280.0
2001-03-31,UNMOGIP,9,0.0,0.0,51.0,51.0
2001-03-31,UNMOP,25,0.0,0.0,27.0,27.0
2001-03-31,UNOMIG,21,0.0,0.0,97.0,97.0
2001-03-31,UNTAET,47,7924.0,1381.0,124.0,9429.0
2001-03-31,UNTSO,22,0.0,0.0,152.0,152.0
2001-04-30,MINUGUA,11,0.0,10.0,4.0,14.0
2001-04-30,MINURSO,30,27.0,34.0,214.0,275.0
2001-04-30,MONUC,40,928.0,0.0,282.0,1210.0
2001-04-30,UNAMSIL,35,11932.0,42.0,242.0,12216.0
2001-04-30,UNDOF,6,1040.0,0.0,0.0,1040.0
2001-04-30,UNFICYP,11,1216.0,35.0,0.0,1251.0
2001-04-30,UNIFIL,10,5663.0,0.0,0.0,5663.0
2001-04-30,UNIKOM,33,904.0,0.0,192.0,1096.0
2001-04-30,UNMEE,45,3376.0,11.0,218.0,3605.0
2001-04-30,UNMIBH,43,0.0,1816.0,5.0,1821.0
2001-04-30,UNMIK,55,0.0,4419.0,38.0,4457.0
2001-04-30,UNMOGIP,9,0.0,0.0,51.0,51.0
2001-04-30,UNMOP,25,0.0,0.0,27.0,27.0
2001-04-30,UNOMIG,21,0.0,0.0,98.0,98.0
2001-04-30,UNTAET,46,8139.0,1414.0,124.0,9677.0
2001-04-30,UNTSO,22,0.0,0.0,153.0,153.0
2001-05-31,MINUGUA,11,0.0,10.0,4.0,14.0
2001-05-31,MINURSO,30,27.0,34.0,214.0,275.0
2001-05-31,MONUC,41,1843.0,2.0,354.0,2199.0
2001-05-31,UNAMSIL,35,11963.0,34.0,240.0,12237.0
2001-05-31,UNDOF,5,1063.0,0.0,0.0,1063.0
2001-05-31,UNFICYP,11,1265.0,35.0,0.0,1300.0
2001-05-31,UNIFIL,10,5662.0,0.0,0.0,5662.0
2001-05-31,UNIKOM,32,890.0,0.0,194.0,1084.0
2001-05-31,UNMEE,44,3992.0,0.0,217.0,4209.0
2001-05-31,UNMIBH,45,0.0,1798.0,5.0,1803.0
2001-05-31,UNMIK,55,0.0,4426.0,38.0,4464.0
2001-05-31,UNMOGIP,8,0.0,0.0,44.0,44.0
2001-05-31,UNMOP,25,0.0,0.0,27.0,27.0
2001-05-31,UNOMIG,22,0.0,0.0,103.0,103.0
2001-05-31,UNTAET,44,7904.0,1357.0,0.0,9261.0
2001-05-31,UNTSO,22,0.0,0.0,152.0,152.0
2001-06-30,MINUGUA,11,0.0,10.0,4.0,14.0
2001-06-30,MINURSO,31,28.0,35.0,215.0,278.0
2001-06-30,MONUC,40,1993.0,1.0,364.0,2358.0
2001-06-30,UNAMSIL,36,12474.0,35.0,247.0,12756.0
2001-06-30,UNDOF,5,1045.0,0.0,0.0,1045.0
2001-06-30,UNFICYP,11,1279.0,35.0,0.0,1314.0
2001-06-30,UNIFIL,10,5496.0,0.0,0.0,5496.0
2001-06-30,UNIKOM,33,904.0,0.0,195.0,1099.0
2001-06-30,UNMEE,44,2320.0,0.0,216.0,2536.0
2001-06-30,UNMIBH,44,0.0,1712.0,4.0,1716.0
2001-06-30,UNMIK,56,0.0,4443.0,37.0,4480.0
2001-06-30,UNMOGIP,8,0.0,0.0,43.0,43.0
2001-06-30,UNMOP,25,0.0,0.0,27.0,27.0
2001-06-30,UNOMIG,22,0.0,0.0,103.0,103.0
2001-06-30,UNTAET,47,7953.0,1426.0,124.0,9503.0
2001-06-30,UNTSO,22,0.0,0.0,144.0,144.0
2001-07-31,MINUGUA,10,0.0,9.0,4.0,13.0
2001-07-31,MINURSO,30,27.0,34.0,214.0,275.0
2001-07-31,MONUC,41,2015.0,0.0,396.0,2411.0
2001-07-31,UNAMSIL,36,14138.0,38.0,227.0,14403.0
2001-07-31,UNDOF,6,1042.0,0.0,0.0,1042.0
2001-07-31,UNFICYP,11,1273.0,35.0,0.0,1308.0
2001-07-31,UNIFIL,9,4448.0,0.0,0.0,4448.0
2001-07-31,UNIKOM,33,904.0,0.0,195.0,1099.0
2001-07-31,UNMEE,45,3635.0,0.0,217.0,3852.0
2001-07-31,UNMIBH,44,0.0,1683.0,4.0,1687.0
2001-07-31,UNMIK,55,0.0,4378.0,37.0,4415.0
2001-07-31,UNMOGIP,8,0.0,0.0,45.0,45.0
2001-07-31,UNMOP,25,0.0,0.0,27.0,27.0
2001-07-31,UNOMIG,22,0.0,0.0,103.0,103.0
2001-07-31,UNTAET,49,7969.0,1468.0,123.0,9560.0
2001-07-31,UNTSO,22,0.0,0.0,140.0,140.0
2001-08-31,MINUGUA,9,0.0,9.0,3.0,12.0
2001-08-31,MINURSO,30,27.0,34.0,214.0,275.0
2001-08-31,MONUC,40,2013.0,0.0,385.0,2398.0
2001-08-31,UNAMSIL,36,16406.0,49.0,248.0,16703.0
2001-08-31,UNDOF,6,1039.0,0.0,0.0,1039.0
2001-08-31,UNFICYP,11,1251.0,35.0,0.0,1286.0
2001-08-31,UNIFIL,10,4486.0,0.0,0.0,4486.0
2001-08-31,UNIKOM,33,904.0,0.0,195.0,1099.0
2001-08-31,UNMEE,45,3650.0,0.0,216.0,3866.0
2001-08-31,UNMIBH,44,0.0,1680.0,4.0,1684.0
2001-08-31,UNMIK,54,0.0,4332.0,38.0,4370.0
2001-08-31,UNMOGIP,9,0.0,0.0,45.0,45.0
2001-08-31,UNMOP,25,0.0,0.0,27.0,27.0
2001-08-31,UNOMIG,23,0.0,0.0,106.0,106.0
2001-08-31,UNTAET,49,7998.0,1489.0,127.0,9614.0
2001-08-31,UNTSO,22,0.0,0.0,153.0,153.0
2001-09-30,MINUGUA,9,0.0,9.0,3.0,12.0
2001-09-30,MINURSO,30,27.0,27.0,216.0,270.0
2001-09-30,MONUC,41,2008.0,0.0,396.0,2404.0
2001-09-30,UNAMSIL,37,16315.0,55.0,260.0,16630.0
2001-09-30,UNDOF,6,1036.0,0.0,0.0,1036.0
2001-09-30,UNFICYP,10,1237.0,35.0,0.0,1272.0
2001-09-30,UNIFIL,10,4470.0,0.0,0.0,4470.0
2001-09-30,UNIKOM,32,904.0,0.0,193.0,1097.0
2001-09-30,UNMEE,45,3705.0,0.0,215.0,3920.0
2001-09-30,UNMIBH,44,0.0,1668.0,4.0,1672.0
2001-09-30,UNMIK,54,0.0,4267.0,38.0,4305.0
2001-09-30,UNMOGIP,9,0.0,0.0,45.0,45.0
2001-09-30,UNMOP,23,0.0,0.0,26.0,26.0
2001-09-30,UNOMIG,23,0.0,0.0,106.0,106.0
2001-09-30,UNTAET,49,7914.0,1527.0,121.0,9562.0
2001-09-30,UNTSO,22,0.0,0.0,153.0,153.0
2001-10-31,MINUGUA,10,0.0,9.0,4.0,13.0
2001-10-31,MINURSO,30,27.0,27.0,216.0,270.0
2001-10-31,MONUC,43,2780.0,0.0,457.0,3237.0
2001-10-31,UNAMSIL,37,16481.0,57.0,260.0,16798.0
2001-10-31,UNDOF,6,1032.0,0.0,0.0,1032.0
2001-10-31,UNFICYP,10,1228.0,34.0,0.0,1262.0
2001-10-31,UNIFIL,10,4198.0,0.0,0.0,4198.0
2001-10-31,UNIKOM,32,904.0,0.0,191.0,1095.0
2001-10-31,UNMEE,45,3719.0,0.0,215.0,3934.0
2001-10-31,UNMIBH,41,0.0,1661.0,4.0,1665.0
2001-10-31,UNMIK,53,0.0,4451.0,38.0,4489.0
2001-10-31,UNMOGIP,9,0.0,0.0,42.0,42.0
2001-10-31,UNMOP,23,0.0,0.0,26.0,26.0
2001-10-31,UNOMIG,23,0.0,0.0,105.0,105.0
2001-10-31,UNTAET,48,7731.0,1428.0,120.0,9279.0
2001-10-31,UNTSO,22,0.0,0.0,153.0,153.0
2001-11-30,MINUGUA,10,0.0,9.0,4.0,13.0
2001-11-30,MINURSO,29,27.0,26.0,216.0,269.0
2001-11-30,MONUC,46,2924.0,6.0,460.0,3390.0
